Offspring ID,Loci typed,First parent non-exclusion probability,Parent pair non-exclusion probability,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
MR12TH_045,11, 4.86759721365997E-0008, 1.31647214170101E-0018,
MR12TH_046,11, 5.67462556692986E-0007, 1.69976244092879E-0016,MR09A_0761,11,11,3,-2.21850979601078E+0000, 0.00000000000000E+0000,,MR09A_0177,10,10,3,-1.71285225101007E+0000, 0.00000000000000E+0000,,11,5, 1.27737070421178E+0000, 1.27737070421178E+0000,-,
MR12TH_047,11, 6.11196186208163E-0007, 1.79977683336382E-0017,MR09A_0004,11,11,3, 3.47108985579120E+0000, 2.66300557976374E+0000,*,MR09A_0873,11,11,5,-9.91655262848641E+0000, 0.00000000000000E+0000,,11,5, 3.20284248173044E+0000, 1.13851249625633E-0001,-,
MR12TH_047,11, 6.11196186208163E-0007, 1.79977683336382E-0017,MR09A_0004,11,11,3, 3.47108985579120E+0000, 2.66300557976374E+0000,*,MR09A_0979,11,11,5,-1.08164550836708E+0001, 0.00000000000000E+0000,,11,5, 3.08899123210481E+0000, 0.00000000000000E+0000,,
MR12TH_047,11, 6.11196186208163E-0007, 1.79977683336382E-0017,MR09A_0004,11,11,3, 3.47108985579120E+0000, 2.66300557976374E+0000,*,MR09A_1336,11,11,4,-5.26648887826044E+0000, 0.00000000000000E+0000,,11,6, 1.46670535404735E+0000, 0.00000000000000E+0000,,
MR12TH_047,11, 6.11196186208163E-0007, 1.79977683336382E-0017,MR09A_0479,11,11,3, 8.08084276027458E-0001, 0.00000000000000E+0000,,MR09A_0116,10,10,5,-8.94483854951238E+0000, 0.00000000000000E+0000,,11,5, 1.33076906924058E+0000, 0.00000000000000E+0000,,
MR12TH_047,11, 6.11196186208163E-0007, 1.79977683336382E-0017,MR09A_0004,11,11,3, 3.47108985579120E+0000, 2.66300557976374E+0000,*,MR09A_1299,11,11,4,-6.57465601456961E+0000, 0.00000000000000E+0000,,11,6, 2.74724762067513E-0001, 0.00000000000000E+0000,,
MR12TH_047,11, 6.11196186208163E-0007, 1.79977683336382E-0017,MR09A_0004,11,11,3, 3.47108985579120E+0000, 2.66300557976374E+0000,*,MR09A_0103,11,11,5,-9.37022993299364E+0000, 0.00000000000000E+0000,,11,6, 6.73152874681157E-0002, 0.00000000000000E+0000,,
MR12TH_047,11, 6.11196186208163E-0007, 1.79977683336382E-0017,MR09A_0844,11,11,4,-4.60134747850238E+0000, 0.00000000000000E+0000,,MR09A_0009,11,11,4,-2.01875202949593E+0000, 0.00000000000000E+0000,,11,6, 2.13240853338817E-0002, 0.00000000000000E+0000,,
MR12TH_048,11, 2.48639429363476E-0008, 2.97388150061245E-0020,
